NMFS_DNA_ID	BOX_ID	BOX_POSITION	SAMPLE_ID	BATCH_ID	PROJECT_NAME	GENUS	SPECIES	LENGTH	WEIGHT	SEX	AGE	REPORTED_LIFE_STAGE	PHENOTYPE	HATCHERY_MARK	TAG_NUMBER	COLLECTION_DATE	ESTIMATED_DATE	PICKER	PICK_DATE	LEFTOVER_SAMPLE	SAMPLE_COMMENTS	NMFS_DNA_ID	SPECIES_CODE	COMMON_NAME	LANDFALL_PORT	CRUISE	HAUL	SITE	STATE_M	COUNTY_M	LATITUDE_M	LONGITUDE_M	LOCATION_COMMENTS_M
R004633	R049	4A	59	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	208										Erin Martin				R004633	ROSY	ROSY ROCKFISH	Monterey Bay	L0407	3		California	Monterey			
R004634	R049	4B	60	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	203										Erin Martin				R004634	ROSY	ROSY ROCKFISH	Monterey Bay	L0407	3		California	Monterey			
R004635	R049	4C	84	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	213										Erin Martin				R004635	ROSY	ROSY ROCKFISH	Monterey Bay	L0407	4		California	Monterey			
R004636	R049	4D	85	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	230										Erin Martin				R004636	ROSY	ROSY ROCKFISH	Monterey Bay	L0407	4		California	Monterey			
R004637	R049	4E	1	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	224										Erin Martin				R004637	ROSY	ROSY ROCKFISH	Monterey Bay	L0408	1		California	Monterey			
R004638	R049	4F	2	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	258										Erin Martin				R004638	ROSY	ROSY ROCKFISH	Monterey Bay	L0408	1		California	Monterey			
R004639	R049	4G	66	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	214										Erin Martin				R004639	ROSY	ROSY ROCKFISH	Monterey Bay	L0408	1		California	Monterey			
R004640	R049	4H	67	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	201										Erin Martin				R004640	ROSY	ROSY ROCKFISH	Monterey Bay	L0408	1		California	Monterey			
R004641	R049	5A	68	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	226										Erin Martin				R004641	ROSY	ROSY ROCKFISH	Monterey Bay	L0408	1		California	Monterey			
R004642	R049	5B	69	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	201										Erin Martin				R004642	ROSY	ROSY ROCKFISH	Monterey Bay	L0408	1		California	Monterey			
R004643	R049	5C	70	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	194										Erin Martin				R004643	ROSY	ROSY ROCKFISH	Monterey Bay	L0408	1		California	Monterey			
R004644	R049	5D	71	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	230										Erin Martin				R004644	ROSY	ROSY ROCKFISH	Monterey Bay	L0408	1		California	Monterey			
R004645	R049	5E	72	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	207										Erin Martin				R004645	ROSY	ROSY ROCKFISH	Monterey Bay	L0408	1		California	Monterey			
R004646	R049	5F	73	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	210										Erin Martin				R004646	ROSY	ROSY ROCKFISH	Monterey Bay	L0408	1		California	Monterey			
R004647	R049	5G	74	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	215										Erin Martin				R004647	ROSY	ROSY ROCKFISH	Monterey Bay	L0408	1		California	Monterey			
R004648	R049	5H	93	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	215										Erin Martin				R004648	ROSY	ROSY ROCKFISH	Monterey Bay	L0408	1		California	Monterey			
R004649	R049	6A	94	A645	Don Pearson Adult Rockfish	Sebastes	rosaceus	216										Erin Martin				R004649	ROSY	ROSY ROCKFISH	Monterey Bay	L0408	1		California	Monterey			
R004650	R049	6B	11	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	373	1063									Erin Martin				R004650	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004651	R049	6C	12	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	337	629									Erin Martin				R004651	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004652	R049	6D	13	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	272	392									Erin Martin				R004652	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004653	R049	6E	57	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	306										Erin Martin				R004653	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004654	R049	6F	58	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	299										Erin Martin				R004654	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004655	R049	6G	59	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	322										Erin Martin				R004655	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004656	R049	6H	60	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	291										Erin Martin				R004656	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004657	R049	7A	61	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	295										Erin Martin				R004657	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004658	R049	7B	62	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	285	430									Erin Martin				R004658	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004659	R049	7C	63	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	282	440									Erin Martin				R004659	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004660	R049	7D	64	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	281	390									Erin Martin				R004660	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004661	R049	7E	65	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	251	297									Erin Martin				R004661	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004662	R049	7F	93	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	233										Erin Martin				R004662	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004663	R049	7G	94	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	345										Erin Martin				R004663	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004664	R049	7H	95	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	304										Erin Martin				R004664	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004665	R049	8A	96	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	266										Erin Martin				R004665	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004666	R049	8B	157	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	280										Erin Martin				R004666	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004667	R049	8C	158	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	335										Erin Martin				R004667	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004668	R049	8D	159	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	341										Erin Martin				R004668	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004669	R049	8E	160	A648	Don Pearson Adult Rockfish	Sebastes	rubrivinctus	306										Erin Martin				R004669	FLAG	FLAG ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004670	R049	8F	28	A617	Don Pearson Adult Rockfish	Sebastes	constellatus	236	237									Erin Martin				R004670	STAR	STARRY ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004671	R049	8G	29	A617	Don Pearson Adult Rockfish	Sebastes	constellatus	308	581									Erin Martin				R004671	STAR	STARRY ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004672	R049	8H	30	A617	Don Pearson Adult Rockfish	Sebastes	constellatus	300	475									Erin Martin				R004672	STAR	STARRY ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004673	R049	9A	31	A617	Don Pearson Adult Rockfish	Sebastes	constellatus	295										Erin Martin				R004673	STAR	STARRY ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004674	R049	9B	32	A617	Don Pearson Adult Rockfish	Sebastes	constellatus	258										Erin Martin				R004674	STAR	STARRY ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004675	R049	9C	45	A617	Don Pearson Adult Rockfish	Sebastes	constellatus	198	134									Erin Martin				R004675	STAR	STARRY ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004676	R049	9D	46	A617	Don Pearson Adult Rockfish	Sebastes	constellatus	335	666									Erin Martin				R004676	STAR	STARRY ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004677	R049	9E	47	A617	Don Pearson Adult Rockfish	Sebastes	constellatus	290	481									Erin Martin				R004677	STAR	STARRY ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004678	R049	9F	48	A617	Don Pearson Adult Rockfish	Sebastes	constellatus	325										Erin Martin				R004678	STAR	STARRY ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004679	R049	9G	49	A617	Don Pearson Adult Rockfish	Sebastes	constellatus	303										Erin Martin				R004679	STAR	STARRY ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004680	R049	9H	50	A617	Don Pearson Adult Rockfish	Sebastes	constellatus	198										Erin Martin				R004680	STAR	STARRY ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004681	R049	10A	7	A635	Don Pearson Adult Rockfish	Sebastes	miniatus	472	1900									Erin Martin				R004681	VRML	VERMILION ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004682	R049	10B	8	A635	Don Pearson Adult Rockfish	Sebastes	miniatus	457	1860									Erin Martin				R004682	VRML	VERMILION ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004683	R049	10C	52	A635	Don Pearson Adult Rockfish	Sebastes	miniatus	425	1540									Erin Martin				R004683	VRML	VERMILION ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004684	R049	10D	53	A635	Don Pearson Adult Rockfish	Sebastes	miniatus	455	1840									Erin Martin				R004684	VRML	VERMILION ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004685	R049	10E	54	A635	Don Pearson Adult Rockfish	Sebastes	miniatus	450										Erin Martin				R004685	VRML	VERMILION ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004686	R049	10F	55	A635	Don Pearson Adult Rockfish	Sebastes	miniatus	428										Erin Martin				R004686	VRML	VERMILION ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004687	R049	10G	56	A635	Don Pearson Adult Rockfish	Sebastes	miniatus	470										Erin Martin				R004687	VRML	VERMILION ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004688	R049	10H	89	A635	Don Pearson Adult Rockfish	Sebastes	miniatus	455										Erin Martin				R004688	VRML	VERMILION ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004689	R049	11A	90	A635	Don Pearson Adult Rockfish	Sebastes	miniatus	408										Erin Martin				R004689	VRML	VERMILION ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004690	R049	11B	91	A635	Don Pearson Adult Rockfish	Sebastes	miniatus	387										Erin Martin				R004690	VRML	VERMILION ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004691	R049	11C	92	A635	Don Pearson Adult Rockfish	Sebastes	miniatus	399										Erin Martin				R004691	VRML	VERMILION ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004692	R049	11D	137	A635	Don Pearson Adult Rockfish	Sebastes	miniatus	430										Erin Martin				R004692	VRML	VERMILION ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004693	R049	11E	169	A624	Don Pearson Adult Rockfish	Sebastes	flavidus	396										Erin Martin				R004693	YTRK	YELLOWTAIL ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004694	R049	11F	170	A624	Don Pearson Adult Rockfish	Sebastes	flavidus	330										Erin Martin				R004694	YTRK	YELLOWTAIL ROCKFISH	Monterey Bay	L0403	2		California	Monterey			
R004695	R049	11G	14	A624	Don Pearson Adult Rockfish	Sebastes	flavidus	398										Erin Martin				R004695	YTRK	YELLOWTAIL ROCKFISH	Monterey Bay	L0404	3		California	Monterey			
R004696	R049	11H	32	A624	Don Pearson Adult Rockfish	Sebastes	flavidus	352										Erin Martin				R004696	YTRK	YELLOWTAIL ROCKFISH	Monterey Bay	L0407	2		California	Monterey			
R004697	R049	12A	33	A624	Don Pearson Adult Rockfish	Sebastes	flavidus	412										Erin Martin				R004697	YTRK	YELLOWTAIL ROCKFISH	Monterey Bay	L0407	2		California	Monterey			
R004698	R049	12B	34	A624	Don Pearson Adult Rockfish	Sebastes	flavidus	330										Erin Martin				R004698	YTRK	YELLOWTAIL ROCKFISH	Monterey Bay	L0407	2		California	Monterey			
R004699	R049	12C	35	A624	Don Pearson Adult Rockfish	Sebastes	flavidus	341										Erin Martin				R004699	YTRK	YELLOWTAIL ROCKFISH	Monterey Bay	L0407	2		California	Monterey			
R004700	R049	12D	36	A624	Don Pearson Adult Rockfish	Sebastes	flavidus	320										Erin Martin				R004700	YTRK	YELLOWTAIL ROCKFISH	Monterey Bay	L0407	2		California	Monterey			
R004701	R049	12E	37	A624	Don Pearson Adult Rockfish	Sebastes	flavidus	408										Erin Martin				R004701	YTRK	YELLOWTAIL ROCKFISH	Monterey Bay	L0407	2		California	Monterey			
R004702	R049	12F	38	A624	Don Pearson Adult Rockfish	Sebastes	flavidus	378										Erin Martin				R004702	YTRK	YELLOWTAIL ROCKFISH	Monterey Bay	L0407	2		California	Monterey			
R004703	R049	12G	A	A600	Don Pearson Adult Rockfish	Sebastolobus	alascanus											Erin Martin			No data collected by Don's group	R004703	SSPN	SHORTSPINE THORNYHEAD	Monterey Bay	T0411	3		California	Monterey			
R004704	R049	12H	A	A600	Don Pearson Adult Rockfish	Sebastolobus	alascanus											Erin Martin			No data collected by Don's group	R004704	SSPN	SHORTSPINE THORNYHEAD	Monterey Bay	T0411	4		California	Monterey			
R027572	R290	1A	J_081315_S2032	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	28				JUVENILE				8/13/15		LC	6/24/16	None		R027572	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				SIR1	California		36.630684	-121.915185	
R027573	R290	1B	J_081315_S2034	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	36				JUVENILE				8/13/15		LC	6/24/16	None		R027573	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS5	California		36.626683	-121.905516	
R027574	R290	1C	J_081315_S2039	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	30				JUVENILE				8/13/15		LC	6/24/16			R027574	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS3	California		36.6264	-121.905085	
R027575	R290	1D	J_081315_S2041	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	24				JUVENILE				8/13/15		LC	6/24/16	None		R027575	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS3	California		36.6264	-121.905085	
R027576	R290	1E	J_081915_S4004	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	28				JUVENILE				8/19/15		LC	6/24/16	None		R027576	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				PNO3	California		36.637817	-121.921233	
R027577	R290	1F	J_081915_S4011	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	37				JUVENILE				8/19/15		LC	6/24/16	None		R027577	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS5	California		36.626683	-121.905516	
R027578	R290	1G	J_081915_S4012	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	33				JUVENILE				8/19/15		LC	6/24/16	None		R027578	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS4	California		36.626483	-121.905351	
R027579	R290	1H	J_081915_S4016	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	23				JUVENILE				8/19/15		LC	6/24/16			R027579	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS2	California		36.6263	-121.904984	
R027580	R290	2A	J_081915_S4017	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	31				JUVENILE				8/19/15		LC	6/24/16	None		R027580	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS2	California		36.6263	-121.904984	
R027581	R290	2B	J_081715_S1006	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	38				JUVENILE				8/17/15		LC	6/24/16	None		R027581	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				SWC2	California				
R027582	R290	2C	J_081715_S1009	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	34				JUVENILE				8/17/15		LC	6/24/16	None		R027582	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				SWC2	California		36.554733	-121.941383	
R027583	R290	2D	J_081715_S1012	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	35				JUVENILE				8/17/15		LC	6/24/16	None		R027583	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				SWC2	California		36.554733	-121.941383	
R027584	R290	2E	J_081715_S1015	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	29				JUVENILE				8/17/15		LC	6/24/16			R027584	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				SWC2	California		36.554733	-121.941383	
R027585	R290	2F	J_081715_S1021	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	30				JUVENILE				8/17/15		LC	6/24/16	None		R027585	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				SWC5	California		36.554367	-121.941233	
R027586	R290	2G	J_081715_S1023	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	30				JUVENILE				8/17/15		LC	6/24/16	None		R027586	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				BLU1	California		36.52415	-121.943917	
R027587	R290	2H	J_081715_S1026	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	41				JUVENILE				8/17/15		LC	6/24/16	None		R027587	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				BLU1	California		36.52415	-121.943917	
R027588	R290	3A	J_081715_S1031	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	32				JUVENILE				8/17/15		LC	6/24/16	None		R027588	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				BLU3	California		36.523917	-121.944667	
R027589	R290	3B	J_081915_B4001	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	42				JUVENILE				8/19/15		LC	6/24/16	None		R027589	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				M086	California		36.623095	-121.907888	
R027590	R290	3C	J_082615_S2003	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	41				JUVENILE				8/26/15		LC	6/24/16	None		R027590	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				PNO3	California		36.637817	-121.921233	
R027591	R290	3D	J_082615_S2004	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	33				JUVENILE				8/26/15		LC	6/24/16	None		R027591	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				PNO2	California		36.637717	-121.92105	
R027592	R290	3E	J_082615_S2007	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	33				JUVENILE				8/26/15		LC	6/24/16	None		R027592	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				SIR2	California		36.63085	-121.915301	
R027593	R290	3F	J_082615_S2037	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	43				JUVENILE				8/26/15		LC	6/24/16	None	"Sample ID on envelope is ""J_082615_B2037"""	R027593	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				M086	California		36.623095	-121.907888	
R027594	R290	3G	J_082415_S1001	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	31				JUVENILE				8/24/15		LC	6/24/16	None	Length changed from 30 to match envelope	R027594	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				BLU2	California		36.52415	-121.943917	
R027595	R290	3H	J_082415_S1006	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	36				JUVENILE				8/24/15		LC	6/24/16	None		R027595	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				CMR5	California		36.530283	-121.928917	
R027596	R290	4A	J_082415_S1007	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	38				JUVENILE				8/24/15		LC	6/24/16	None		R027596	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				CMR5	California		36.530283	-121.928917	
R027597	R290	4B	J_082415_S1008	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	32				JUVENILE				8/24/15		LC	6/24/16	None		R027597	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				SWC1	California		36.5549	-121.941433	
R027598	R290	4C	J_082415_S1010	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	36				JUVENILE				8/24/15		LC	6/24/16	None		R027598	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				SWC3	California		36.554533	-121.941233	
R027599	R290	4D	J_082415_S1012	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	33				JUVENILE				8/24/15		LC	6/24/16	None		R027599	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				SWC3	California		36.554533	-121.941233	
R027600	R290	4E	J_090215_B1020	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	45				JUVENILE				9/2/15		LC	6/24/16	None		R027600	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				M454	California		36.521719	-121.943379	
R027601	R290	4F	J_090215_B1024	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	43				JUVENILE				9/2/15		LC	6/24/16	None		R027601	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				M454	California		36.521719	-121.943379	
R027602	R290	4G	J_090215_B1030	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	32				JUVENILE				9/2/15		LC	6/24/16	None		R027602	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				M454	California		36.521719	-121.943379	
R027603	R290	4H	J_090215_B1031	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	36				JUVENILE				9/2/15		LC	6/24/16	None		R027603	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				M454	California		36.521719	-121.943379	
R027604	R290	5A	J_090215_B1036	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	31				JUVENILE				9/2/15		LC	6/24/16			R027604	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				M454	California		36.521719	-121.943379	
R027605	R290	5B	J_090215_B1037	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	35				JUVENILE				9/2/15		LC	6/24/16	None		R027605	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				M454	California		36.521719	-121.943379	
R027606	R290	5C	J_090215_B1081	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	37				JUVENILE				9/2/15		LC	6/24/16	None		R027606	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				M454	California		36.521719	-121.943379	
R027607	R290	5D	J_090315_B4004	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	41				JUVENILE				9/3/15		LC	6/24/16	None		R027607	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				M091	California		36.621404	-121.901127	
R027608	R290	5E	J_070314_036	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	24				JUVENILE				7/3/14		LC	6/24/16			R027608	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				SWC1	California		36.5549	-121.941433	
R027609	R290	5F	J_090915_S4004	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	27				JUVENILE				9/9/15		LC	6/24/16			R027609	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				SIR3	California		36.631	-121.915469	
R027610	R290	5G	J_090915_S4006	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	33				JUVENILE				9/9/15		LC	6/24/16	None		R027610	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS3	California		36.6264	-121.905085	
R027611	R290	5H	J_092115_S2001	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	53				JUVENILE				9/21/15		LC	6/24/16	None		R027611	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				PNO5	California		36.6381	-121.92155	
R027612	R290	6A	J_092115_S2002	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	39				JUVENILE				9/21/15		LC	6/24/16	None		R027612	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				SIR1	California		36.630684	-121.915185	
R027613	R290	6B	J_092115_B2021	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	65				JUVENILE				9/21/15		LC	6/24/16	None		R027613	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				M088	California		36.622304	-121.901149	
R027614	R290	6C	J_090815_S1001	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	31				JUVENILE				9/8/15		LC	6/24/16	None	Species on envelope is KGB; species in metadata is SATR	R027614	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				SWC5	California		36.554367	-121.941233	
R027615	R290	6D	SWC-9-29-2010-011	4732	NSF Rockfish Dispersal Project	Sebastes	atrovirens	62.6				JUVENILE				9/29/10		LC	6/24/16	None		R027615	SATR	Kelp Rockfish				STILLWATER	California				
R027616	R290	6E	SWC-9-29-2010-040	4732	NSF Rockfish Dispersal Project	Sebastes	atrovirens	41.6				JUVENILE				9/29/10		LC	6/24/16	None		R027616	SATR	Kelp Rockfish				STILLWATER	California				
R027617	R290	6F	HMS-8-9-2010-019	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	44				JUVENILE				8/9/10		LC	6/24/16	None		R027617	GBY	Gopher or black and yellow rockfish					California				
