NMFS_DNA_ID	BOX_ID	BOX_POSITION	SAMPLE_ID	BATCH_ID	PROJECT_NAME	GENUS	SPECIES	LENGTH	WEIGHT	SEX	AGE	REPORTED_LIFE_STAGE	PHENOTYPE	HATCHERY_MARK	TAG_NUMBER	COLLECTION_DATE	ESTIMATED_DATE	PICKER	PICK_DATE	LEFTOVER_SAMPLE	SAMPLE_COMMENTS	NMFS_DNA_ID	SPECIES_CODE	COMMON_NAME	LANDFALL_PORT	CRUISE	HAUL	SITE	STATE_M	COUNTY_M	LATITUDE_M	LONGITUDE_M	LOCATION_COMMENTS_M
R027618	R290	6G	HMS-8-9-2010-020	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	46.7				JUVENILE				8/9/10		LC	6/24/16	None		R027618	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027619	R290	6H	HMS-8-9-2010-022	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	38				JUVENILE				8/9/10		LC	6/24/16	None		R027619	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027620	R290	7A	HMS-8-9-2010-024	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43.1				JUVENILE				8/9/10		LC	6/24/16			R027620	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027621	R290	7B	HMS-8-9-2010-026	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	39.3				JUVENILE				8/9/10		LC	6/24/16			R027621	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027622	R290	7C	HMS-8-9-2010-035	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	39.8				JUVENILE				8/9/10		LC	6/24/16			R027622	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027623	R290	7D	HMS-8-9-2010-036	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	45.3				JUVENILE				8/9/10		LC	6/24/16	None		R027623	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027624	R290	7E	HMS-8-9-2010-040	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	45				JUVENILE				8/9/10		LC	6/24/16	None		R027624	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027625	R290	7F	HMS-8-9-2010-041	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43.3				JUVENILE				8/9/10		LC	6/24/16	None		R027625	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027626	R290	7G	HMS-8-9-2010-045	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42				JUVENILE				8/9/10		LC	6/24/16			R027626	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027627	R290	7H	HMS-8-9-2010-047	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	45.8				JUVENILE				8/9/10		LC	6/24/16			R027627	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027628	R290	8A	HMS-8-9-2010-049	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	38				JUVENILE				8/9/10		LC	6/24/16	None		R027628	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027629	R290	8B	HMS-8-9-2010-056	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41.6				JUVENILE				8/9/10		LC	6/24/16			R027629	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027630	R290	8C	SHB-8-9-2010-010	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43.3				JUVENILE				8/9/10		LC	6/24/16	None		R027630	GBY	Gopher or black and yellow rockfish				SANDHILL	California				
R027631	R290	8D	SHB-8-9-2010-015	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	48.9				JUVENILE				8/9/10		LC	6/24/16	None		R027631	GBY	Gopher or black and yellow rockfish				SANDHILL	California				
R027632	R290	8E	SHB-8-9-2010-016	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42.1				JUVENILE				8/9/10		LC	6/24/16	None		R027632	GBY	Gopher or black and yellow rockfish				SANDHILL	California				
R027633	R290	8F	SHB-8-9-2010-021	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	36				JUVENILE				8/9/10		LC	6/24/16	None		R027633	GBY	Gopher or black and yellow rockfish				SANDHILL	California				
R027634	R290	8G	SHB-8-9-2010-024	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	37.3				JUVENILE				8/9/10		LC	6/24/16	None		R027634	GBY	Gopher or black and yellow rockfish				SANDHILL	California				
R027635	R290	8H	SHB-8-9-2010-026	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41.9				JUVENILE				8/9/10		LC	6/24/16			R027635	GBY	Gopher or black and yellow rockfish				SANDHILL	California				
R027636	R290	9A	SHB-8-9-2010-030	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	44.5				JUVENILE				8/9/10		LC	6/24/16	None		R027636	GBY	Gopher or black and yellow rockfish				SANDHILL	California				
R027637	R290	9B	SHB-8-9-2010-033	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42.8				JUVENILE				8/9/10		LC	6/24/16			R027637	GBY	Gopher or black and yellow rockfish				SANDHILL	California				
R027638	R290	9C	TPT-8-9-2010-006	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	44.9				JUVENILE				8/9/10		LC	6/24/16			R027638	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027639	R290	9D	TPT-8-9-2010-008	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41.6				JUVENILE				8/9/10		LC	6/24/16	None		R027639	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027640	R290	9E	TPT-8-9-2010-010	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41.8				JUVENILE				8/9/10		LC	6/24/16			R027640	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027641	R290	9F	TPT-8-9-2010-012	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43.2				JUVENILE				8/9/10		LC	6/24/16			R027641	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027642	R290	9G	TPT-8-9-2010-018	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42.7				JUVENILE				8/9/10		LC	6/24/16	None		R027642	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027643	R290	9H	TPT-8-9-2010-019	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	35.8				JUVENILE				8/9/10		LC	6/24/16	None		R027643	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027644	R290	10A	TPT-8-9-2010-027	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43.8				JUVENILE				8/9/10		LC	6/24/16	None		R027644	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027645	R290	10B	TPT-8-9-2010-035	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43.4				JUVENILE				8/9/10		LC	6/24/16			R027645	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027646	R290	10C	TPT-8-9-2010-038	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	34.8				JUVENILE				8/9/10		LC	6/24/16	None		R027646	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027647	R290	10D	TPT-8-9-2010-041	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	40.3				JUVENILE				8/9/10		LC	6/24/16			R027647	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027648	R290	10E	TPT-8-9-2010-042	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	40.8				JUVENILE				8/9/10		LC	6/24/16	None		R027648	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027649	R290	10F	TPT-8-9-2010-044	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	39.9				JUVENILE				8/9/10		LC	6/24/16			R027649	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027650	R290	10G	TPT-8-9-2010-046	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43				JUVENILE				8/9/10		LC	6/24/16			R027650	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027651	R290	10H	TPT-8-9-2010-053	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41.4				JUVENILE				8/9/10		LC	6/24/16			R027651	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027652	R290	11A	TPT-8-24-2010-005	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	46.6				JUVENILE				8/24/10		LC	6/24/16	None		R027652	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027653	R290	11B	TPT-8-24-2010-006	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42.8				JUVENILE				8/24/10		LC	6/24/16	None		R027653	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027654	R290	11C	TPT-8-24-2010-007	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	45.7				JUVENILE				8/24/10		LC	6/24/16			R027654	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027655	R290	11D	TPT-8-24-2010-008	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	44.1				JUVENILE				8/24/10		LC	6/24/16	None		R027655	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027656	R290	11E	TPT-8-24-2010-009	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43				JUVENILE				8/24/10		LC	6/24/16			R027656	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027657	R290	11F	TPT-8-24-2010-010	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42				JUVENILE				8/24/10		LC	6/24/16			R027657	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027658	R290	11G	TPT-8-24-2010-011	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	45.7				JUVENILE				8/24/10		LC	6/24/16			R027658	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027659	R290	11H	TPT-8-24-2010-012	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43.5				JUVENILE				8/24/10		LC	6/24/16	None		R027659	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027660	R290	12A	TPT-8-24-2010-014	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43.3				JUVENILE				8/24/10		LC	6/24/16			R027660	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027661	R290	12B	TPT-8-24-2010-017	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	47.1				JUVENILE				8/24/10		LC	6/24/16	None		R027661	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027662	R290	12C	TPT-8-24-2010-018	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43.9				JUVENILE				8/24/10		LC	6/24/16	None		R027662	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027663	R290	12D	TPT-8-24-2010-019	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43				JUVENILE				8/24/10		LC	6/24/16	None		R027663	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027664	R290	12E	TPT-8-24-2010-020	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	45.2				JUVENILE				8/24/10		LC	6/24/16			R027664	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027665	R290	12F	TPT-8-24-2010-021	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	40.2				JUVENILE				8/24/10		LC	6/24/16	None		R027665	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027666	R290	12G	TPT-8-24-2010-022	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	40.1				JUVENILE				8/24/10		LC	6/24/16	None		R027666	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027667	R290	12H	TPT-8-24-2010-023	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43				JUVENILE				8/24/10		LC	6/24/16	None		R027667	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027668	R291	1A	TPT-8-24-2010-024	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	45.3				JUVENILE				8/24/10		LC	6/27/16	None		R027668	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027669	R291	1B	TPT-8-24-2010-026	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42.4				JUVENILE				8/24/10		LC	6/27/16	None		R027669	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027670	R291	1C	TPT-8-24-2010-027	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42.2				JUVENILE				8/24/10		LC	6/27/16	None		R027670	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027671	R291	1D	TPT-8-24-2010-028	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	39.5				JUVENILE				8/24/10		LC	6/27/16	None		R027671	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027672	R291	1E	TPT-8-24-2010-030	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43.6				JUVENILE				8/24/10		LC	6/27/16			R027672	GBY	Gopher or black and yellow rockfish				TERRACE	California				
R027673	R291	1F	HMS-8-25-2010-002	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41.4				JUVENILE				8/25/10		LC	6/27/16	None		R027673	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027674	R291	1G	HMS-8-25-2010-005	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41.1				JUVENILE				8/25/10		LC	6/27/16			R027674	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027675	R291	1H	HMS-8-25-2010-006	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	35				JUVENILE				8/25/10		LC	6/27/16	None		R027675	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027676	R291	2A	HMS-8-25-2010-008	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42.8				JUVENILE				8/25/10		LC	6/27/16			R027676	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027677	R291	2B	HMS-8-25-2010-014	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	44.9				JUVENILE				8/25/10		LC	6/27/16	None		R027677	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027678	R291	2C	HMS-8-25-2010-017	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	38.5				JUVENILE				8/25/10		LC	6/27/16	None		R027678	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027679	R291	2D	HMS-8-25-2010-018	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	37.3				JUVENILE				8/25/10		LC	6/27/16	None		R027679	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027680	R291	2E	HMS-8-25-2010-019	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41.8				JUVENILE				8/25/10		LC	6/27/16			R027680	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027681	R291	2F	HMS-8-25-2010-021	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43.7				JUVENILE				8/25/10		LC	6/27/16	None		R027681	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027682	R291	2G	HMS-8-25-2010-023	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	40.5				JUVENILE				8/25/10		LC	6/27/16	None		R027682	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027683	R291	2H	HMS-8-25-2010-024	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43.2				JUVENILE				8/25/10		LC	6/27/16	None		R027683	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027684	R291	3A	HMS-8-25-2010-025	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	44.9				JUVENILE				8/25/10		LC	6/27/16			R027684	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027685	R291	3B	HMS-8-25-2010-028	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	38.4				JUVENILE				8/25/10		LC	6/27/16	None		R027685	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027686	R291	3C	HMS-8-25-2010-029	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	39.7				JUVENILE				8/25/10		LC	6/27/16	None		R027686	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027687	R291	3D	HMS-8-25-2010-030	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	39.7				JUVENILE				8/25/10		LC	6/27/16	None		R027687	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027688	R291	3E	HMS-8-25-2010-031	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	38.8				JUVENILE				8/25/10		LC	6/27/16	None		R027688	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027689	R291	3F	HMS-8-25-2010-032	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42.7				JUVENILE				8/25/10		LC	6/27/16			R027689	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027690	R291	3G	HMS-8-25-2010-033	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42.2				JUVENILE				8/25/10		LC	6/27/16	None		R027690	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027691	R291	3H	HMS-8-25-2010-034	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41.9				JUVENILE				8/25/10		LC	6/27/16	None		R027691	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027692	R291	4A	HMS-8-25-2010-036	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	45				JUVENILE				8/25/10		LC	6/27/16	None		R027692	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027693	R291	4B	HMS-8-25-2010-041	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42.8				JUVENILE				8/25/10		LC	6/27/16	None		R027693	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027694	R291	4C	HMS-8-25-2010-044	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42.2				JUVENILE				8/25/10		LC	6/27/16	None		R027694	GBY	Gopher or black and yellow rockfish				HOPKINS	California				
R027695	R291	4D	SWC-8-25-2010-019	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	40.3				JUVENILE				8/25/10		LC	6/27/16	None		R027695	GBY	Gopher or black and yellow rockfish				STILLWATER	California				
R027696	R291	4E	SWC-8-25-2010-021	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	37.5				JUVENILE				8/25/10		LC	6/27/16	None		R027696	GBY	Gopher or black and yellow rockfish				STILLWATER	California				
R027697	R291	4F	SWC-8-25-2010-030	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43.8				JUVENILE				8/25/10		LC	6/27/16	None		R027697	GBY	Gopher or black and yellow rockfish				STILLWATER	California				
R027698	R291	4G	SWC-8-25-2010-035	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	40				JUVENILE				8/25/10		LC	6/27/16	None		R027698	GBY	Gopher or black and yellow rockfish				STILLWATER	California				
R027699	R291	4H	SWC-8-25-2010-036	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41.9				JUVENILE				8/25/10		LC	6/27/16			R027699	GBY	Gopher or black and yellow rockfish				STILLWATER	California				
R027700	R291	5A	SWC-8-25-2010-037	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	44.1				JUVENILE				8/25/10		LC	6/27/16	None		R027700	GBY	Gopher or black and yellow rockfish				STILLWATER	California				
R027701	R291	5B	SWC-8-25-2010-038	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43.6				JUVENILE				8/25/10		LC	6/27/16	None		R027701	GBY	Gopher or black and yellow rockfish				STILLWATER	California				
R027702	R291	5C	SWC-8-25-2010-039	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42				JUVENILE				8/25/10		LC	6/27/16	None		R027702	GBY	Gopher or black and yellow rockfish				STILLWATER	California				
R027703	R291	5D	SWC-8-25-2010-042	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42.7				JUVENILE				8/25/10		LC	6/27/16	None		R027703	GBY	Gopher or black and yellow rockfish				STILLWATER	California				
R027704	R291	5E	SWC-8-25-2010-045	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	39.1				JUVENILE				8/25/10		LC	6/27/16	None		R027704	GBY	Gopher or black and yellow rockfish				STILLWATER	California				
R027705	R291	5F	SWC-8-25-2010-047	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	45.4				JUVENILE				8/25/10		LC	6/27/16			R027705	GBY	Gopher or black and yellow rockfish				STILLWATER	California				
R027706	R291	5G	SWC-8-25-2010-049	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	35.8				JUVENILE				8/25/10		LC	6/27/16	None		R027706	GBY	Gopher or black and yellow rockfish				STILLWATER	California				
R027707	R291	5H	SWC-8-25-2010-052	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41				JUVENILE				8/25/10		LC	6/27/16	None		R027707	GBY	Gopher or black and yellow rockfish				STILLWATER	California				
