NMFS_DNA_ID species score
R022305 caurinus 100.000
R022307 chrysomelas 80.329
R022308 caurinus 100.000
R022310 caurinus 100.000
R023894 carnatus 99.541
R025167 carnatus 54.840
R025168 caurinus 100.000
R025169 chrysomelas 90.578
R025170 caurinus 100.000
R025171 carnatus 92.014
R028495 carnatus 100.000
R028496 caurinus 100.000
R028497 carnatus 93.761
R028498 caurinus 100.000
R028499 caurinus 100.000
R028517 atrovirens 100.000
R028518 atrovirens 100.000
R028519 atrovirens 100.000
R028520 carnatus 99.940
R028521 chrysomelas 51.940
R028522 carnatus 97.623
R028523 chrysomelas 64.192
R028524 carnatus 86.701
R028525 atrovirens 100.000
R028526 carnatus 50.780
R028527 carnatus 99.999
R028528 chrysomelas 99.682
R028529 chrysomelas 58.391
R028530 chrysomelas 99.439
R028531 carnatus 99.937
R028532 chrysomelas 98.202
R028533 caurinus 100.000
R028534 carnatus 90.382
R028535 carnatus 93.304
R028536 carnatus 99.856
R028537 chrysomelas 95.865
R028538 carnatus 98.825
R028539 carnatus 100.000
R028540 chrysomelas 99.993
R028541 caurinus 100.000
R028542 caurinus 100.000
R028543 carnatus 99.899
R028544 carnatus 92.328
R028545 carnatus 100.000
R028546 caurinus 100.000
R028547 chrysomelas 99.165
R028548 carnatus 99.899
R028549 carnatus 99.138
R028550 carnatus 99.998
R028551 carnatus 99.650
R028552 caurinus 100.000
R028553 atrovirens 100.000
R028554 carnatus 79.384
R028555 atrovirens 100.000
R028556 atrovirens 100.000
R028557 caurinus 100.000
R028558 carnatus 99.299
R028559 carnatus 99.191
R028560 chrysomelas 99.220
R028561 carnatus 99.999
R028562 carnatus 100.000
R028563 atrovirens 100.000
R028564 carnatus 99.107
R028565 carnatus 99.986
R028566 carnatus 74.944
R028626 chrysomelas 99.988
R028674 chrysomelas 98.879
R028677 carnatus 99.931
R028686 carnatus 99.987
R028780 atrovirens 100.000
R028781 chrysomelas 99.882
R028782 chrysomelas 63.846
R028783 atrovirens 100.000
R028784 carnatus 99.957
R028785 carnatus 99.831
R028786 chrysomelas 95.509
R028787 chrysomelas 99.630
R028788 atrovirens 100.000
R028789 carnatus 89.528
R028790 carnatus 96.930
R028792 atrovirens 100.000
R028793 carnatus 98.773
R028794 carnatus 86.101
R028795 carnatus 99.923
R028796 chrysomelas 92.146
R028797 caurinus 100.000
R028798 atrovirens 100.000
R028799 chrysomelas 99.982
R028800 carnatus 99.810
R028801 chrysomelas 92.630
R028802 chrysomelas 82.333
R028803 atrovirens 100.000
R028804 atrovirens 100.000
R028805 carnatus 99.108
R028806 atrovirens 100.000
R028807 atrovirens 100.000
R028808 atrovirens 100.000
R028809 atrovirens 100.000
R028810 carnatus 99.985
R028811 atrovirens 100.000
R028812 chrysomelas 70.573
R028813 carnatus 99.636
R028814 chrysomelas 99.012
R028815 chrysomelas 79.330
R028816 carnatus 99.980
R029041 carnatus 99.859
R029042 carnatus 87.289
R029043 chrysomelas 77.994
R031310 carnatus 94.020
R031311 carnatus 90.737
R031312 chrysomelas 71.995
R031313 chrysomelas 100.000
R031314 carnatus 99.084
R031315 chrysomelas 99.883
R031316 carnatus 100.000
R031317 carnatus 99.873
R031412 carnatus 90.737
R031415 chrysomelas 95.985
R031416 carnatus 99.566
R031417 carnatus 99.593
R031418 atrovirens 100.000
R031419 carnatus 99.844
R031420 chrysomelas 99.861
R031421 carnatus 98.315
R031422 chrysomelas 68.346
R031423 carnatus 86.909
R031424 chrysomelas 99.900
R031425 carnatus 99.723
R031426 atrovirens 100.000
R031427 carnatus 100.000
R031428 chrysomelas 99.295
R031429 chrysomelas 97.685
R031430 atrovirens 100.000
R031431 chrysomelas 99.592
R031432 carnatus 100.000
R031433 carnatus 98.466
R031434 carnatus 98.393
R031435 carnatus 96.564
R031436 chrysomelas 99.991
R031437 carnatus 99.998
R031438 carnatus 99.966
R031439 chrysomelas 98.679
R031440 carnatus 98.871
R031441 carnatus 99.975
R031442 carnatus 99.999
R031443 chrysomelas 79.440
R031444 carnatus 95.089
R031445 chrysomelas 98.763
R031446 carnatus 99.942
R031447 carnatus 99.999
R031448 carnatus 99.938
R031449 carnatus 91.923
R031450 carnatus 85.511
R031451 chrysomelas 99.724
R031452 carnatus 99.846
R031453 chrysomelas 98.525
R031454 carnatus 58.238
R031455 chrysomelas 54.179
R031456 carnatus 93.505
R031457 chrysomelas 98.961
R031458 carnatus 97.600
R031459 carnatus 56.318
R031460 carnatus 81.975
R031461 carnatus 99.820
R031462 chrysomelas 93.451
R031463 chrysomelas 88.358
R031464 chrysomelas 99.980
R031465 chrysomelas 99.383
R031466 carnatus 99.986
R031467 carnatus 89.022
R031468 carnatus 99.271
R031469 carnatus 99.999
R031470 chrysomelas 99.475
R031471 carnatus 99.559
R031472 carnatus 99.991
R031473 carnatus 78.717
R031474 carnatus 99.999
R031475 carnatus 100.000
R031476 chrysomelas 99.393
R031477 carnatus 97.992
R031478 atrovirens 100.000
R031479 carnatus 99.998
R031480 carnatus 100.000
R031481 carnatus 99.985
R031482 carnatus 99.438
R031483 carnatus 99.994
R031484 chrysomelas 99.999
R031485 carnatus 93.992
R031486 carnatus 99.580
R031487 chrysomelas 92.695
R031488 carnatus 99.864
R031489 chrysomelas 70.749
R031490 carnatus 83.770
R031491 chrysomelas 95.013
R031492 carnatus 99.186
R031493 carnatus 99.159
R031494 carnatus 99.914
R031496 carnatus 99.924
R031508 carnatus 99.998
R031509 carnatus 99.552
R031510 carnatus 88.966
R031511 carnatus 99.937
R031512 carnatus 97.107
R031513 carnatus 77.174
R031514 carnatus 99.998
R031515 carnatus 99.067
R031516 carnatus 99.583
R031517 chrysomelas 58.374
R031518 chrysomelas 99.996
R031519 carnatus 100.000
R031520 carnatus 100.000
R031521 carnatus 98.375
R031522 carnatus 91.674
R031523 carnatus 99.689
R031524 carnatus 99.999
R031525 carnatus 95.846
R031526 chrysomelas 99.994
R031527 chrysomelas 99.993
R031528 carnatus 52.602
R031529 carnatus 99.716
R031530 carnatus 99.990
R031531 carnatus 98.543
R031532 carnatus 99.235
R031533 carnatus 99.998
R031534 carnatus 59.168
R031535 carnatus 92.788
R031536 chrysomelas 78.095
R031537 carnatus 100.000
R031538 chrysomelas 91.096
R031539 chrysomelas 86.079
R031540 carnatus 94.633
R031541 atrovirens 100.000
R031542 chrysomelas 99.627
R031543 chrysomelas 99.999
R031544 chrysomelas 99.651
R031545 carnatus 99.477
R031546 carnatus 99.998
R031547 chrysomelas 50.023
R031548 carnatus 99.733
R031549 chrysomelas 91.301
R031550 chrysomelas 92.377
R031551 chrysomelas 98.385
R031552 carnatus 51.846
R031553 carnatus 98.489
R031554 carnatus 95.592
R031555 carnatus 99.997
R031556 atrovirens 100.000
R031557 carnatus 78.702
R031558 chrysomelas 99.188
R031559 chrysomelas 99.963
R031560 carnatus 99.961
R031561 carnatus 59.685
R031562 chrysomelas 99.996
R031563 carnatus 51.461
R031564 carnatus 96.096
R031565 carnatus 99.866
R031566 carnatus 99.985
R031567 carnatus 99.441
R031568 chrysomelas 99.784
R031569 carnatus 99.781
R031570 carnatus 99.996
R031571 carnatus 99.998
R031572 chrysomelas 99.925
R031573 carnatus 99.933
R031574 carnatus 100.000
R031575 chrysomelas 99.077
R031576 chrysomelas 99.976
R031577 carnatus 98.851
R031578 carnatus 64.692
R031579 carnatus 100.000
R031580 carnatus 99.924
R031581 carnatus 99.996
R031582 carnatus 74.172
R031583 carnatus 99.925
R031584 chrysomelas 56.390
R031585 carnatus 85.151
R031586 carnatus 99.304
R031587 carnatus 99.873
R031588 carnatus 80.582
R031589 carnatus 96.427
R031590 carnatus 99.994
R031591 carnatus 99.999
R031592 atrovirens 100.000
R031593 caurinus 100.000
R031594 carnatus 100.000
R031595 chrysomelas 77.238
R031596 chrysomelas 95.362
R031597 carnatus 100.000
R031598 carnatus 99.282
R031599 chrysomelas 52.643
R031600 chrysomelas 60.363
R031601 chrysomelas 100.000
R031602 carnatus 100.000
R031603 chrysomelas 96.665
R031604 carnatus 98.710
R031605 carnatus 54.691
R031606 caurinus 100.000
R031607 chrysomelas 100.000
R031608 atrovirens 100.000
R031609 carnatus 99.448
R031610 chrysomelas 99.903
R031611 carnatus 99.548
R031612 carnatus 99.923
R031613 chrysomelas 93.177
R031614 carnatus 69.371
R031615 carnatus 99.998
R031616 chrysomelas 94.773
R031617 atrovirens 100.000
R031618 carnatus 62.815
R031619 chrysomelas 70.652
R031620 chrysomelas 98.252
R031621 carnatus 99.949
R031622 chrysomelas 99.999
R031623 carnatus 99.215
R031624 chrysomelas 99.527
R031625 chrysomelas 98.222
R031626 carnatus 99.499
R031627 chrysomelas 100.000
R031628 carnatus 83.549
R031629 chrysomelas 99.281
R031631 carnatus 99.820
R031632 chrysomelas 99.991
R031633 chrysomelas 81.672
R031635 carnatus 99.316
R031636 carnatus 90.949
R031637 atrovirens 100.000
R031638 carnatus 99.407
R031639 carnatus 100.000
R031640 carnatus 99.990
R031641 carnatus 100.000
R031643 atrovirens 100.000
R031644 chrysomelas 99.999
R031645 chrysomelas 59.688
R031646 carnatus 99.963
R031647 chrysomelas 82.102
R031648 atrovirens 100.000
R031649 carnatus 99.989
R031650 carnatus 60.456
R031651 chrysomelas 99.997
R031652 chrysomelas 100.000
R031653 carnatus 99.636
R031654 chrysomelas 99.870
R031655 carnatus 99.846
R031656 chrysomelas 58.443
R031657 atrovirens 100.000
R031658 carnatus 60.619
R031659 carnatus 76.649
R031660 carnatus 98.918
R031661 carnatus 74.304
R031663 atrovirens 100.000
R031700 carnatus 99.578
R031701 chrysomelas 99.984
R031702 chrysomelas 92.303
R031703 chrysomelas 77.040
R031704 carnatus 61.099
R031705 chrysomelas 85.252
R031706 chrysomelas 99.996
R031707 carnatus 99.781
R031708 chrysomelas 99.861
R031709 chrysomelas 99.485
R031710 carnatus 99.772
R031711 carnatus 99.999
R031712 chrysomelas 79.536
R031713 carnatus 100.000
R031714 carnatus 99.442
R031715 carnatus 96.985
R031716 carnatus 99.979
R031717 carnatus 95.728
R031718 chrysomelas 74.834
R031719 carnatus 99.980
R031720 chrysomelas 99.993
R031721 atrovirens 100.000
R031722 carnatus 69.982
R031723 carnatus 99.931
R031724 chrysomelas 87.185
R031725 carnatus 90.979
R031726 carnatus 98.154
R031727 carnatus 99.982
R031728 carnatus 76.479
R031729 chrysomelas 98.981
R031730 chrysomelas 92.507
R031731 carnatus 100.000
R031732 carnatus 99.328
R031733 carnatus 99.953
R031734 carnatus 99.431
R031735 carnatus 99.998
R031736 chrysomelas 100.000
R031738 chrysomelas 99.797
R031739 carnatus 97.606
R031740 chrysomelas 99.421
R031741 carnatus 98.565
R031742 chrysomelas 83.927
R031743 chrysomelas 100.000
R031744 chrysomelas 99.999
R031745 carnatus 98.562
R031746 chrysomelas 99.922
R031747 chrysomelas 92.706
R031748 chrysomelas 98.650
R031749 carnatus 99.663
R031750 carnatus 99.786
R031751 carnatus 99.574
R031752 chrysomelas 99.883
R031753 chrysomelas 100.000
R031754 chrysomelas 99.999
R031755 chrysomelas 100.000
R031756 chrysomelas 99.764
R031757 carnatus 78.991
R031758 chrysomelas 99.996
R031759 carnatus 100.000
R031760 chrysomelas 88.002
R031761 atrovirens 100.000
R031762 carnatus 99.989
R031763 carnatus 81.344
R031764 chrysomelas 80.060
R031765 atrovirens 100.000
R031766 carnatus 99.306
R031768 chrysomelas 99.994
R031769 carnatus 98.276
R031770 atrovirens 100.000
R031771 atrovirens 100.000
R031772 chrysomelas 96.843
R031773 carnatus 99.768
R031774 carnatus 94.499
R031775 carnatus 99.956
R031776 chrysomelas 100.000
R031777 chrysomelas 99.863
R031778 carnatus 100.000
R031779 carnatus 99.981
R031780 chrysomelas 52.336
R031781 chrysomelas 99.998
R031782 chrysomelas 97.945
R031783 chrysomelas 82.321
R031784 carnatus 99.999
R031785 chrysomelas 90.889
R031786 carnatus 96.698
R031787 carnatus 96.332
R031788 carnatus 99.994
R031789 chrysomelas 62.319
R031790 carnatus 91.378
R031791 chrysomelas 52.615
R031792 carnatus 99.676
R031793 chrysomelas 88.830
R031794 atrovirens 100.000
R031795 chrysomelas 76.144
R031796 atrovirens 100.000
R031797 carnatus 72.314
R031798 atrovirens 100.000
R031799 atrovirens 100.000
R031800 carnatus 77.107
R031801 atrovirens 100.000
R031802 atrovirens 100.000
R031803 chrysomelas 80.442
R031804 carnatus 99.975
R031805 carnatus 99.835
R031806 carnatus 97.555
R031807 carnatus 99.599
R031808 carnatus 98.771
R031809 caurinus 100.000
R031810 carnatus 99.732
R031811 carnatus 99.652
R031812 carnatus 99.969
R031813 chrysomelas 94.368
R031814 chrysomelas 63.108
R031815 carnatus 93.870
R031816 atrovirens 100.000
R031817 atrovirens 100.000
R031818 carnatus 52.741
R031819 carnatus 99.954
R031820 chrysomelas 100.000
R031821 chrysomelas 99.991
R031822 carnatus 100.000
R031823 carnatus 99.961
R031824 carnatus 97.111
R031825 chrysomelas 67.070
R031826 carnatus 99.902
R031827 chrysomelas 89.668
R031828 carnatus 99.337
R031829 carnatus 99.995
R031830 carnatus 99.969
R031831 chrysomelas 99.963
R031832 carnatus 97.989
R031833 chrysomelas 99.364
R031834 chrysomelas 94.417
R031835 chrysomelas 93.191
R031836 carnatus 99.999
R031837 carnatus 89.132
R031838 chrysomelas 100.000
R031839 carnatus 99.972
R031840 chrysomelas 56.646
R028436 caurinus 100.000
R028437 caurinus 100.000
R028438 caurinus 100.000
R028439 caurinus 100.000
R028440 caurinus 100.000
R028441 caurinus 100.000
R028442 caurinus 100.000
R028443 carnatus 98.865
R028444 caurinus 100.000
R028445 caurinus 100.000
R028446 caurinus 100.000
R028447 caurinus 100.000
R028448 caurinus 100.000
R028449 caurinus 100.000
R028450 caurinus 100.000
R028451 caurinus 100.000
R028452 chrysomelas 98.658
R028453 caurinus 100.000
R028454 caurinus 100.000
R028455 caurinus 100.000
R028456 chrysomelas 80.483
R028457 caurinus 100.000
R028458 carnatus 100.000
R028459 carnatus 100.000
R028460 carnatus 99.948
R028461 carnatus 99.614
R028462 chrysomelas 87.012
R028463 carnatus 99.939
R028464 carnatus 100.000
R028465 carnatus 85.153
R028466 chrysomelas 99.461
R028467 carnatus 99.996
R028468 chrysomelas 75.893
R028469 carnatus 99.952
R028470 carnatus 99.907
R028471 carnatus 100.000
R028472 carnatus 98.415
R028473 carnatus 92.011
R028474 carnatus 99.932
R028475 carnatus 99.078
R028476 chrysomelas 73.739
R028477 carnatus 98.088
R028478 carnatus 95.340
R028479 carnatus 99.880
R028480 carnatus 95.448
R028481 carnatus 99.999
R028482 carnatus 99.961
R028483 carnatus 100.000
R028484 carnatus 99.849
R028485 carnatus 79.156
R028486 carnatus 98.334
R028487 carnatus 89.886
R028488 carnatus 100.000
R028489 atrovirens 100.000
R028490 atrovirens 100.000
R028495 carnatus 100.000
R028496 caurinus 100.000
R028497 carnatus 93.761
R028498 caurinus 100.000
R028499 caurinus 100.000
R028517 atrovirens 100.000
R028518 atrovirens 100.000
R028519 atrovirens 100.000
R028520 carnatus 99.940
R028521 chrysomelas 51.940
R028522 carnatus 97.623
R028523 chrysomelas 64.192
R028524 carnatus 86.701
R028525 atrovirens 100.000
R028526 carnatus 50.780
R028527 carnatus 99.999
R028528 chrysomelas 99.682
R028529 chrysomelas 58.391
R028530 chrysomelas 99.439
R028531 carnatus 99.937
R029041 carnatus 99.859
R029042 carnatus 87.289
R029043 chrysomelas 77.994
R021708 caurinus 100.000
R021709 caurinus 100.000
R021710 caurinus 100.000
R021712 caurinus 100.000
R021741 caurinus 100.000
R021755 caurinus 100.000
R021756 caurinus 100.000
R021757 caurinus 100.000
R021758 caurinus 100.000
R021772 caurinus 100.000
R021773 caurinus 100.000
R021814 caurinus 100.000
R021944 caurinus 100.000
R021978 caurinus 100.000
R021979 caurinus 100.000
R021997 caurinus 100.000
R021998 caurinus 100.000
R021999 caurinus 100.000
R022000 caurinus 100.000
R022001 caurinus 100.000
R022002 caurinus 100.000
R022003 caurinus 100.000
R022004 caurinus 100.000
R022005 caurinus 100.000
R022006 caurinus 100.000
R022007 caurinus 100.000
R022008 caurinus 100.000
R022009 caurinus 100.000
R022010 caurinus 100.000
R022011 caurinus 100.000
R022012 caurinus 100.000
R022013 caurinus 100.000
R022014 chrysomelas 56.036
R022015 caurinus 100.000
R022016 caurinus 100.000
R022017 caurinus 100.000
R022018 caurinus 100.000
R022019 caurinus 100.000
R022020 caurinus 100.000
R022021 caurinus 100.000
R022022 caurinus 100.000
R022023 caurinus 100.000
R022024 caurinus 100.000
R022025 caurinus 100.000
R022026 caurinus 100.000
R022027 caurinus 100.000
R022028 caurinus 100.000
R022029 chrysomelas 99.951
R022030 caurinus 100.000
R022031 caurinus 100.000
R022032 caurinus 100.000
R022033 caurinus 100.000
R022034 caurinus 100.000
R022035 caurinus 100.000
R022036 caurinus 100.000
R022037 caurinus 100.000
R022038 caurinus 100.000
R022039 caurinus 100.000
R022040 caurinus 100.000
R022041 caurinus 100.000
R022042 caurinus 100.000
R022043 caurinus 100.000
R022044 caurinus 100.000
R022045 caurinus 100.000
R022046 caurinus 100.000
R022047 caurinus 100.000
R022048 chrysomelas 52.829
R022049 chrysomelas 93.032
R022050 carnatus 50.652
R022051 caurinus 100.000
R022052 carnatus 99.070
R022053 caurinus 100.000
R022054 caurinus 100.000
R022055 caurinus 100.000
R022056 caurinus 100.000
R022057 caurinus 100.000
R022058 caurinus 100.000
R022059 caurinus 100.000
R022060 caurinus 100.000
R022061 caurinus 100.000
R022062 caurinus 100.000
R022063 caurinus 100.000
R022064 caurinus 100.000
R022065 caurinus 100.000
R022066 caurinus 100.000
R022067 caurinus 100.000
R022068 caurinus 100.000
R022069 caurinus 100.000
R022070 caurinus 100.000
R022072 caurinus 100.000
R022073 caurinus 100.000
R022074 caurinus 100.000
R022075 caurinus 100.000
R022076 carnatus 97.364
R022077 caurinus 100.000
R022078 caurinus 100.000
R022079 caurinus 100.000
R022080 caurinus 100.000
R022081 caurinus 100.000
R022082 caurinus 100.000
R022083 caurinus 100.000
R022084 caurinus 100.000
R022085 caurinus 100.000
R022086 caurinus 100.000
R022087 caurinus 100.000
R022088 caurinus 100.000
R022089 caurinus 100.000
R022090 caurinus 100.000
R022091 caurinus 100.000
R022092 caurinus 100.000
R022093 caurinus 100.000
R022094 caurinus 100.000
R022095 caurinus 100.000
R022096 caurinus 100.000
R022097 caurinus 100.000
R022098 caurinus 100.000
R022099 caurinus 100.000
R022100 caurinus 100.000
R022101 caurinus 100.000
R022102 caurinus 100.000
R022103 caurinus 100.000
R022104 caurinus 100.000
R022105 caurinus 100.000
R022106 caurinus 100.000
R022107 caurinus 100.000
R022108 caurinus 100.000
R022109 caurinus 100.000
R022119 caurinus 100.000
R022120 caurinus 100.000
R022121 caurinus 100.000
R022122 caurinus 100.000
R022128 carnatus 99.786
R022129 caurinus 100.000
R022130 caurinus 100.000
R022133 caurinus 100.000
R022134 caurinus 100.000
R022135 caurinus 100.000
R022136 caurinus 100.000
R022137 caurinus 100.000
R022138 caurinus 100.000
R022139 caurinus 100.000
R022140 caurinus 100.000
R022141 caurinus 100.000
R022142 caurinus 100.000
R022143 caurinus 100.000
R022144 caurinus 100.000
R022147 caurinus 100.000
R022148 caurinus 100.000
R022149 caurinus 100.000
R022150 caurinus 100.000
R022276 caurinus 100.000
R022294 caurinus 100.000
R022299 caurinus 100.000
R022300 caurinus 100.000
R022306 caurinus 100.000
R022309 caurinus 100.000
R022311 caurinus 100.000
R022312 carnatus 97.521
R022313 caurinus 100.000
R022314 carnatus 51.965
R022315 caurinus 100.000
R022316 caurinus 100.000
R022317 caurinus 100.000
R022318 caurinus 100.000
R022319 caurinus 100.000
R022320 caurinus 100.000
R022321 carnatus 100.000
R022322 caurinus 100.000
R022323 caurinus 100.000
R022324 caurinus 100.000
R022325 caurinus 100.000
