NMFS_DNA_ID species score
R027614 atrovirens 100.000
R028491 carnatus 98.946
R028492 chrysomelas 52.241
R028493 carnatus 99.314
R028494 carnatus 73.500
R028500 carnatus 96.076
R028501 carnatus 77.189
R028502 carnatus 99.781
R028504 carnatus 98.014
R028505 carnatus 89.357
R028506 caurinus 100.000
R028507 chrysomelas 92.590
R028508 caurinus 100.000
R028509 carnatus 99.998
R028510 carnatus 99.935
R028511 atrovirens 100.000
R028512 chrysomelas 99.972
R028513 caurinus 100.000
R028514 caurinus 100.000
R028515 chrysomelas 94.669
R028516 carnatus 97.490
R013076 chrysomelas 98.713
R013084 chrysomelas 54.203
R013087 caurinus 100.000
R013091 atrovirens 100.000
R013097 atrovirens 100.000
R013111 atrovirens 100.000
R013115 atrovirens 100.000
R013120 atrovirens 100.000
R013121 chrysomelas 91.968
R013122 atrovirens 100.000
R013124 carnatus 85.122
R013125 atrovirens 100.000
R013126 atrovirens 100.000
R013130 carnatus 94.740
R013131 atrovirens 100.000
R013142 caurinus 100.000
R013147 atrovirens 100.000
R013155 carnatus 100.000
R013156 chrysomelas 100.000
R013157 carnatus 99.973
R013165 chrysomelas 99.995
R013166 carnatus 91.508
R013167 chrysomelas 98.370
R013178 carnatus 99.791
R013187 chrysomelas 78.173
R013188 carnatus 99.914
R013191 chrysomelas 99.954
R013192 carnatus 100.000
R013196 chrysomelas 75.877
R013197 carnatus 78.344
R013198 chrysomelas 99.999
R013202 carnatus 100.000
R013203 carnatus 78.045
R013204 carnatus 75.772
R013205 atrovirens 100.000
R013206 carnatus 58.639
R013207 chrysomelas 97.415
R013208 atrovirens 100.000
R013209 carnatus 99.950
R013210 chrysomelas 100.000
R013211 chrysomelas 100.000
R013212 atrovirens 100.000
R013213 chrysomelas 81.017
R013214 carnatus 93.639
R013215 carnatus 96.776
R013216 carnatus 100.000
R013217 carnatus 70.617
R013218 chrysomelas 99.732
R013219 atrovirens 100.000
R013220 carnatus 62.887
R013221 carnatus 99.524
R013222 carnatus 99.721
R013223 carnatus 99.998
R013224 carnatus 99.385
R013225 carnatus 100.000
R013226 chrysomelas 98.903
R013227 atrovirens 100.000
R013228 chrysomelas 94.775
R013229 chrysomelas 98.003
R013230 carnatus 97.914
R013232 chrysomelas 94.926
R013233 carnatus 100.000
R013234 carnatus 99.999
R013235 carnatus 99.976
R013236 carnatus 99.574
R013237 chrysomelas 99.118
R013238 carnatus 96.593
R013239 carnatus 99.919
R013240 chrysomelas 90.085
R013243 carnatus 99.998
R013244 chrysomelas 88.411
R013245 chrysomelas 64.191
R013246 carnatus 99.935
R013247 carnatus 99.987
R013248 carnatus 99.869
R013249 chrysomelas 76.940
R013250 carnatus 86.682
R013251 carnatus 99.634
R013252 carnatus 67.755
R013253 carnatus 70.410
R013254 carnatus 95.151
R013255 chrysomelas 93.000
R013256 carnatus 60.018
R013257 carnatus 99.854
R013258 chrysomelas 59.733
R013259 chrysomelas 84.942
R013260 carnatus 96.691
R013261 chrysomelas 57.286
R013262 atrovirens 100.000
R013263 chrysomelas 64.136
R013264 carnatus 53.728
R013265 chrysomelas 99.999
R013266 chrysomelas 52.655
R013267 carnatus 100.000
R013269 carnatus 99.740
R013270 carnatus 96.283
R013271 carnatus 99.882
R013272 chrysomelas 99.722
R013273 carnatus 98.628
R013274 chrysomelas 99.637
R013275 chrysomelas 98.004
R013276 chrysomelas 99.237
R013277 atrovirens 100.000
R013278 chrysomelas 99.710
R013279 carnatus 97.181
R013280 chrysomelas 61.074
R013281 carnatus 99.093
R013283 carnatus 80.839
R013284 carnatus 99.996
R013285 atrovirens 100.000
R013286 chrysomelas 96.507
R013287 chrysomelas 100.000
R013288 chrysomelas 100.000
R013289 chrysomelas 99.568
R013290 carnatus 50.511
R013291 carnatus 74.805
R013292 atrovirens 100.000
R013293 atrovirens 100.000
R013294 chrysomelas 93.589
R013295 chrysomelas 99.990
R013296 chrysomelas 95.302
R013297 chrysomelas 73.196
R013298 atrovirens 100.000
R013299 atrovirens 100.000
R013300 carnatus 64.058
R013301 carnatus 98.932
R013303 carnatus 69.631
R013304 carnatus 99.978
R013305 chrysomelas 100.000
R013307 carnatus 95.710
R013308 chrysomelas 99.995
R013309 chrysomelas 100.000
R013310 carnatus 99.999
R013311 carnatus 95.433
R013312 atrovirens 100.000
R013314 atrovirens 100.000
R013315 chrysomelas 99.988
R013316 atrovirens 100.000
R013317 chrysomelas 100.000
R013318 chrysomelas 99.894
R013319 chrysomelas 99.944
R013320 atrovirens 100.000
R013322 carnatus 69.279
R013323 carnatus 56.930
R013324 chrysomelas 100.000
R013325 chrysomelas 84.109
R013326 carnatus 81.375
R013327 atrovirens 100.000
R013328 atrovirens 100.000
R013329 caurinus 100.000
R013330 atrovirens 100.000
R013341 chrysomelas 100.000
R013347 carnatus 89.029
R013348 carnatus 68.004
R013349 carnatus 99.935
R013350 carnatus 100.000
R013351 carnatus 99.186
R013352 chrysomelas 99.891
R013355 carnatus 99.985
R013356 atrovirens 100.000
R013357 atrovirens 100.000
R013358 chrysomelas 87.348
R013359 carnatus 99.865
R013360 chrysomelas 59.415
R013361 atrovirens 100.000
R013362 carnatus 99.998
R013363 atrovirens 100.000
R013364 carnatus 80.998
R013366 carnatus 99.867
R013367 chrysomelas 98.223
R013369 chrysomelas 97.509
R013371 atrovirens 100.000
R013374 carnatus 99.990
R013376 chrysomelas 99.981
R013379 atrovirens 100.000
R013380 atrovirens 100.000
R013381 carnatus 74.682
R013382 atrovirens 100.000
R013383 atrovirens 100.000
R013435 atrovirens 100.000
R013436 carnatus 97.841
R013438 chrysomelas 98.948
R013439 atrovirens 100.000
R013440 chrysomelas 100.000
R013441 atrovirens 100.000
R013442 carnatus 91.597
R013444 carnatus 100.000
R013449 atrovirens 100.000
R013450 carnatus 98.813
R013452 chrysomelas 89.901
R013453 carnatus 99.824
R013454 carnatus 100.000
R013457 carnatus 69.363
R013458 carnatus 92.798
R013460 atrovirens 100.000
R013461 carnatus 91.566
R013462 chrysomelas 99.907
R013463 carnatus 92.536
R013464 chrysomelas 99.963
R013465 carnatus 94.538
R013466 chrysomelas 88.329
R013467 atrovirens 100.000
R013471 atrovirens 100.000
R013474 chrysomelas 93.257
R013475 atrovirens 100.000
R013476 chrysomelas 99.977
R013477 carnatus 95.667
R013478 chrysomelas 98.208
R013479 carnatus 99.792
R013491 chrysomelas 99.986
R013492 carnatus 99.978
R013494 carnatus 85.519
R013496 chrysomelas 73.295
R013497 carnatus 99.980
R013499 carnatus 99.948
R013500 chrysomelas 62.760
R013501 carnatus 85.917
R013502 carnatus 99.505
R013503 carnatus 99.887
R013504 carnatus 100.000
R013505 carnatus 99.669
R013507 carnatus 100.000
R013508 chrysomelas 88.481
R013512 chrysomelas 100.000
R013516 carnatus 88.599
R013517 chrysomelas 99.994
R013518 carnatus 100.000
R013519 carnatus 99.363
R013520 carnatus 99.992
R013521 atrovirens 100.000
R013523 atrovirens 100.000
R013524 atrovirens 100.000
R013525 atrovirens 100.000
R013526 caurinus 100.000
R013528 atrovirens 100.000
R013529 caurinus 100.000
R013530 carnatus 65.178
R013531 atrovirens 100.000
R013532 atrovirens 100.000
R013533 atrovirens 100.000
R013534 atrovirens 100.000
R013535 atrovirens 100.000
R013536 atrovirens 100.000
R013537 atrovirens 100.000
R013538 atrovirens 100.000
R013539 atrovirens 100.000
R013540 atrovirens 100.000
R013541 atrovirens 100.000
R013542 caurinus 100.000
R013543 atrovirens 100.000
R013544 chrysomelas 99.948
R013545 carnatus 100.000
R013546 atrovirens 100.000
R013547 atrovirens 100.000
R013548 carnatus 83.261
R013549 atrovirens 100.000
R013550 atrovirens 100.000
R013551 atrovirens 100.000
R013552 atrovirens 100.000
R013553 atrovirens 100.000
R013554 atrovirens 100.000
R013555 atrovirens 100.000
R013556 chrysomelas 80.712
R013557 atrovirens 100.000
R013558 carnatus 98.688
R013559 atrovirens 100.000
R013560 atrovirens 100.000
R013561 atrovirens 100.000
R013562 atrovirens 100.000
R013563 carnatus 99.564
R013564 atrovirens 100.000
R013565 atrovirens 100.000
R013566 atrovirens 100.000
R013567 carnatus 60.083
R013568 atrovirens 100.000
R013569 atrovirens 100.000
R013570 carnatus 99.981
R013571 atrovirens 100.000
R013572 carnatus 85.872
R013573 atrovirens 100.000
R013574 atrovirens 100.000
R013575 atrovirens 100.000
R013576 carnatus 92.635
R013577 atrovirens 100.000
R013578 carnatus 99.644
R013579 atrovirens 100.000
R013580 atrovirens 100.000
R013581 carnatus 99.983
R013582 atrovirens 100.000
R013583 atrovirens 100.000
R013587 atrovirens 100.000
R013588 carnatus 99.987
R013595 carnatus 72.723
R013596 carnatus 99.883
R013597 chrysomelas 96.905
R013598 carnatus 99.944
R013599 carnatus 53.015
R013600 carnatus 94.503
R013601 carnatus 89.099
R013602 carnatus 98.859
R013603 atrovirens 100.000
R013604 atrovirens 100.000
R013605 atrovirens 100.000
R013606 atrovirens 100.000
R013607 atrovirens 100.000
R013608 atrovirens 100.000
R013609 atrovirens 100.000
R013610 atrovirens 100.000
R013611 atrovirens 100.000
R013612 atrovirens 100.000
R013613 carnatus 99.787
R013614 atrovirens 100.000
R013615 atrovirens 100.000
R013616 caurinus 100.000
R013617 atrovirens 100.000
R013618 atrovirens 100.000
R013619 atrovirens 100.000
R013620 caurinus 100.000
R013621 atrovirens 100.000
R013622 atrovirens 100.000
R013624 atrovirens 100.000
R013625 atrovirens 100.000
R013626 atrovirens 100.000
R013627 carnatus 78.687
R013628 carnatus 100.000
R013629 chrysomelas 77.075
R013630 atrovirens 100.000
R013631 atrovirens 100.000
R013632 atrovirens 100.000
R013633 atrovirens 100.000
R013634 atrovirens 100.000
R013635 atrovirens 100.000
R013636 atrovirens 100.000
R013637 chrysomelas 99.974
R013638 atrovirens 100.000
R013639 chrysomelas 99.987
R013640 chrysomelas 100.000
R013642 chrysomelas 99.396
R013643 atrovirens 100.000
R013644 chrysomelas 100.000
R013645 chrysomelas 100.000
R013646 chrysomelas 100.000
R013647 chrysomelas 99.946
R013654 carnatus 99.999
R013655 chrysomelas 100.000
R013657 chrysomelas 94.480
R013659 chrysomelas 99.426
R013663 chrysomelas 100.000
R013666 carnatus 96.092
R013667 carnatus 99.999
R013670 chrysomelas 87.586
R013675 carnatus 67.179
R013679 chrysomelas 99.676
R013684 chrysomelas 94.237
R013685 atrovirens 100.000
R013686 atrovirens 100.000
R013687 atrovirens 100.000
R013688 atrovirens 100.000
R013689 carnatus 99.982
R013690 carnatus 99.964
R013691 carnatus 99.691
R013692 chrysomelas 99.971
R013696 carnatus 99.417
R013697 chrysomelas 100.000
R013699 carnatus 98.448
R013704 carnatus 99.553
R013716 atrovirens 100.000
R013721 atrovirens 100.000
R013722 carnatus 87.365
R013728 chrysomelas 75.931
R013730 chrysomelas 54.349
R013731 chrysomelas 99.763
R013733 atrovirens 100.000
R013734 carnatus 89.825
R013735 atrovirens 100.000
R013748 carnatus 99.986
R013749 atrovirens 100.000
R013750 atrovirens 100.000
R013751 atrovirens 100.000
R013753 atrovirens 100.000
R013754 atrovirens 100.000
R013755 atrovirens 100.000
R013757 chrysomelas 61.405
R013759 chrysomelas 100.000
R013764 atrovirens 100.000
R013765 atrovirens 100.000
R013774 carnatus 94.967
R013780 atrovirens 100.000
R013782 atrovirens 100.000
R013783 chrysomelas 100.000
R013784 atrovirens 100.000
R013786 chrysomelas 95.072
R013787 chrysomelas 100.000
R013788 atrovirens 100.000
R013789 atrovirens 100.000
R013791 atrovirens 100.000
R013792 carnatus 64.465
R013802 atrovirens 100.000
R013803 chrysomelas 99.999
R013804 atrovirens 100.000
R013807 chrysomelas 92.820
R013809 carnatus 86.022
R013812 chrysomelas 97.812
R013813 carnatus 55.697
R013826 chrysomelas 99.993
R013830 caurinus 100.000
R013831 atrovirens 100.000
R013840 atrovirens 100.000
R013847 atrovirens 100.000
R013849 atrovirens 100.000
R013850 atrovirens 100.000
R013877 carnatus 99.998
R013889 chrysomelas 99.999
R013890 carnatus 76.716
R013892 carnatus 96.632
R013894 carnatus 95.914
R013895 carnatus 74.516
R013896 chrysomelas 100.000
R013898 carnatus 99.197
R013899 chrysomelas 99.137
R013900 chrysomelas 99.345
R013901 carnatus 93.185
R013902 chrysomelas 100.000
R013903 chrysomelas 86.085
R013904 chrysomelas 90.267
R013913 atrovirens 100.000
R013994 carnatus 99.986
R014017 atrovirens 100.000
R014037 atrovirens 100.000
R014075 chrysomelas 99.252
R014115 atrovirens 100.000
R014117 atrovirens 100.000
R014130 carnatus 100.000
R014145 atrovirens 100.000
R014149 atrovirens 100.000
R014152 atrovirens 100.000
R014186 atrovirens 100.000
R014220 chrysomelas 99.990
R014245 carnatus 99.965
R014283 atrovirens 100.000
R014350 atrovirens 100.000
R014403 atrovirens 100.000
R014406 atrovirens 100.000
R014416 chrysomelas 99.773
R014442 atrovirens 100.000
R014473 carnatus 97.324
R014477 carnatus 84.353
R014480 atrovirens 100.000
R014533 atrovirens 100.000
R014546 atrovirens 100.000
R014581 atrovirens 100.000
R014591 carnatus 99.909
R014609 atrovirens 100.000
R014610 atrovirens 100.000
R014629 atrovirens 100.000
R014646 chrysomelas 99.606
R014681 carnatus 99.502
R014685 atrovirens 100.000
R014686 chrysomelas 94.543
R014687 carnatus 76.429
R014689 atrovirens 100.000
R014696 atrovirens 100.000
R014697 atrovirens 100.000
R014698 atrovirens 100.000
R014699 chrysomelas 94.718
R014701 atrovirens 100.000
R014702 atrovirens 100.000
R014708 caurinus 100.000
R014712 atrovirens 100.000
R014717 chrysomelas 52.777
R014728 atrovirens 100.000
R014730 carnatus 53.564
R014743 atrovirens 100.000
R014782 carnatus 68.025
R014793 atrovirens 100.000
R014797 atrovirens 100.000
R014831 atrovirens 100.000
R014840 atrovirens 100.000
R014859 atrovirens 100.000
R014862 atrovirens 100.000
R014874 chrysomelas 86.736
R014889 atrovirens 100.000
R014892 chrysomelas 100.000
R014893 chrysomelas 100.000
R014923 chrysomelas 99.909
R014933 chrysomelas 100.000
R014934 carnatus 97.572
R014953 atrovirens 100.000
R014958 chrysomelas 100.000
R014961 chrysomelas 100.000
R014963 atrovirens 100.000
R014976 chrysomelas 100.000
R014977 chrysomelas 96.368
R014980 chrysomelas 99.511
R014987 atrovirens 100.000
R015047 caurinus 100.000
R015055 atrovirens 100.000
R015081 carnatus 99.508
R015095 carnatus 92.249
R015126 chrysomelas 57.861
R015134 chrysomelas 100.000
R015135 atrovirens 100.000
R015137 atrovirens 100.000
R015138 atrovirens 100.000
R015150 carnatus 92.292
R015151 carnatus 100.000
R015160 chrysomelas 97.764
R015166 atrovirens 100.000
R015168 atrovirens 100.000
R015187 chrysomelas 75.088
R015192 carnatus 77.110
R015197 atrovirens 100.000
R015198 atrovirens 100.000
R015208 chrysomelas 99.177
R015209 carnatus 99.998
R015210 chrysomelas 99.945
R015214 chrysomelas 99.943
R015222 atrovirens 100.000
R015223 carnatus 99.997
R015224 atrovirens 100.000
R015225 atrovirens 100.000
R015233 carnatus 99.997
R015236 carnatus 88.668
R015241 chrysomelas 96.017
R015247 chrysomelas 87.382
R015248 carnatus 88.562
R015254 atrovirens 100.000
R015264 carnatus 96.648
R015265 carnatus 60.387
R015267 chrysomelas 99.966
R015269 atrovirens 100.000
R015270 chrysomelas 100.000
R015272 chrysomelas 99.999
R015277 carnatus 99.999
R015343 chrysomelas 98.657
R015346 carnatus 99.962
R015352 chrysomelas 86.551
R015394 carnatus 87.497
R015414 caurinus 100.000
R015419 chrysomelas 75.055
R015424 chrysomelas 60.585
R015432 chrysomelas 97.276
R015433 chrysomelas 96.457
R015436 carnatus 99.953
R015471 carnatus 99.896
R015517 atrovirens 100.000
R015527 chrysomelas 96.867
R015530 atrovirens 100.000
R015534 atrovirens 100.000
R015538 chrysomelas 97.965
R015541 atrovirens 100.000
R015552 atrovirens 100.000
R015554 atrovirens 100.000
R015566 atrovirens 100.000
R017514 carnatus 97.974
R017515 carnatus 96.448
R017516 chrysomelas 100.000
R017517 chrysomelas 100.000
R017518 carnatus 80.774
R017519 chrysomelas 65.823
R017520 carnatus 97.000
R017521 carnatus 93.108
R017522 atrovirens 100.000
R017523 carnatus 100.000
R017524 atrovirens 100.000
R017525 carnatus 95.114
R017526 chrysomelas 100.000
R017527 carnatus 99.957
R017528 atrovirens 100.000
R017529 carnatus 99.841
R017530 carnatus 92.081
R021699 atrovirens 100.000
R021700 carnatus 68.770
R021701 carnatus 98.287
R021702 atrovirens 100.000
R021703 atrovirens 100.000
R021704 chrysomelas 96.028
R021705 chrysomelas 100.000
R021706 chrysomelas 96.586
R021707 carnatus 100.000
R021711 caurinus 100.000
R021713 caurinus 100.000
R021714 caurinus 100.000
R021715 chrysomelas 85.893
R021716 caurinus 100.000
R021717 carnatus 80.298
R021718 caurinus 100.000
R021719 caurinus 100.000
R021720 caurinus 100.000
R021721 caurinus 100.000
R021722 caurinus 100.000
R021723 caurinus 100.000
R021724 caurinus 100.000
R021725 caurinus 100.000
R021726 caurinus 100.000
R021727 caurinus 100.000
R021728 caurinus 100.000
R021729 caurinus 100.000
R021730 caurinus 100.000
R021731 caurinus 100.000
R021733 caurinus 100.000
R021734 caurinus 100.000
R021735 carnatus 84.959
R021736 caurinus 100.000
R021737 caurinus 100.000
R021738 chrysomelas 99.998
R021739 caurinus 100.000
R021740 chrysomelas 68.640
R021742 caurinus 100.000
R021743 caurinus 100.000
R021744 caurinus 100.000
R021745 caurinus 100.000
R021746 caurinus 100.000
R021747 caurinus 100.000
R021748 caurinus 100.000
R021749 caurinus 100.000
R021750 caurinus 100.000
R021751 caurinus 100.000
R021752 carnatus 90.368
R021753 chrysomelas 77.072
R021754 caurinus 100.000
R021759 caurinus 100.000
R021760 caurinus 100.000
R021761 caurinus 100.000
R021762 caurinus 100.000
R021763 caurinus 100.000
R021764 caurinus 100.000
R021765 caurinus 100.000
R021766 caurinus 100.000
R021767 caurinus 100.000
R021768 caurinus 100.000
R021769 caurinus 100.000
R021770 caurinus 100.000
R021771 caurinus 100.000
R021774 carnatus 99.997
R021775 caurinus 100.000
R021777 caurinus 100.000
R021778 caurinus 100.000
R021779 caurinus 100.000
R021780 caurinus 100.000
R021781 caurinus 100.000
R021782 caurinus 100.000
R021784 caurinus 100.000
R021785 caurinus 100.000
R021786 caurinus 100.000
R021787 caurinus 100.000
R021788 chrysomelas 99.123
R021789 caurinus 100.000
R021790 caurinus 100.000
R021791 caurinus 100.000
R021792 caurinus 100.000
R021793 caurinus 100.000
R021794 caurinus 100.000
R021795 caurinus 100.000
R021796 caurinus 100.000
R021797 caurinus 100.000
R021798 carnatus 99.961
R021799 caurinus 100.000
R021800 caurinus 100.000
R021801 carnatus 99.979
R021802 caurinus 100.000
R021803 caurinus 100.000
R021804 caurinus 100.000
R021805 caurinus 100.000
R021807 caurinus 100.000
R021808 carnatus 98.798
R021809 caurinus 100.000
R021810 caurinus 100.000
R021811 carnatus 100.000
R021812 caurinus 100.000
R021813 caurinus 100.000
R021815 caurinus 100.000
R021816 caurinus 100.000
R021817 caurinus 100.000
R021818 caurinus 100.000
R021819 carnatus 98.196
R021820 caurinus 100.000
R021821 caurinus 100.000
R021822 caurinus 100.000
R021823 caurinus 100.000
R021824 caurinus 100.000
R021825 caurinus 100.000
R021826 caurinus 100.000
R021827 caurinus 100.000
R021828 caurinus 100.000
R021829 caurinus 100.000
R021830 carnatus 99.840
R021831 caurinus 100.000
R021832 caurinus 100.000
R021833 caurinus 100.000
R021834 caurinus 100.000
R021835 caurinus 100.000
R021836 caurinus 100.000
R021837 caurinus 100.000
R021838 caurinus 100.000
R021839 caurinus 100.000
R021840 caurinus 100.000
R021841 caurinus 100.000
R021842 caurinus 100.000
R021843 caurinus 100.000
R021844 carnatus 99.966
R021845 caurinus 100.000
R021846 caurinus 100.000
R021847 caurinus 100.000
R021848 caurinus 100.000
R021850 chrysomelas 99.784
R021851 caurinus 100.000
R021852 caurinus 100.000
R021853 caurinus 100.000
R021854 caurinus 100.000
R021855 caurinus 100.000
R021856 caurinus 100.000
R021857 caurinus 100.000
R021858 caurinus 100.000
R021859 caurinus 100.000
R021860 caurinus 100.000
R021862 caurinus 100.000
R021863 chrysomelas 99.997
R021864 caurinus 100.000
R021865 carnatus 99.935
R021866 caurinus 100.000
R021867 caurinus 100.000
R021868 caurinus 100.000
R021869 caurinus 100.000
R021870 caurinus 100.000
R021871 caurinus 100.000
R021872 caurinus 100.000
R021873 caurinus 100.000
R021874 caurinus 100.000
R021875 caurinus 100.000
R021876 caurinus 100.000
R021877 caurinus 100.000
R021878 caurinus 100.000
R021880 carnatus 94.541
R021881 caurinus 100.000
R021882 caurinus 100.000
R021883 caurinus 100.000
R021884 caurinus 100.000
R021886 caurinus 100.000
R021887 caurinus 100.000
R021888 caurinus 100.000
R021889 caurinus 100.000
R021890 caurinus 100.000
R021891 caurinus 100.000
R021892 caurinus 100.000
R021893 caurinus 100.000
R021894 carnatus 99.993
R021895 caurinus 100.000
R021896 caurinus 100.000
R021897 caurinus 100.000
R021898 caurinus 100.000
R021899 caurinus 100.000
R021900 carnatus 98.130
R021901 caurinus 100.000
R021902 caurinus 100.000
R021904 caurinus 100.000
R021905 caurinus 100.000
R021906 caurinus 100.000
R021907 caurinus 100.000
R021908 caurinus 100.000
R021909 caurinus 100.000
R021910 caurinus 100.000
R021911 caurinus 100.000
R021912 caurinus 100.000
R021913 caurinus 100.000
R021914 caurinus 100.000
R021915 chrysomelas 97.094
R021916 caurinus 100.000
R021917 caurinus 100.000
R021918 atrovirens 100.000
R021919 caurinus 100.000
R021920 caurinus 100.000
R021921 caurinus 100.000
R021922 caurinus 100.000
R021923 caurinus 100.000
R021924 caurinus 100.000
R021925 caurinus 100.000
R021926 caurinus 100.000
R021927 caurinus 100.000
R021928 caurinus 100.000
R021929 caurinus 100.000
R021931 caurinus 100.000
R021932 caurinus 100.000
R021933 caurinus 100.000
R021934 caurinus 100.000
R021935 caurinus 100.000
R021936 caurinus 100.000
R021937 caurinus 100.000
R021938 carnatus 86.049
R021939 caurinus 100.000
R021940 caurinus 100.000
R021941 caurinus 100.000
R021942 caurinus 100.000
R021943 caurinus 100.000
R021945 caurinus 100.000
R021946 caurinus 100.000
R021947 carnatus 88.789
R021948 caurinus 100.000
R021949 caurinus 100.000
R021950 caurinus 100.000
R021951 chrysomelas 100.000
R021952 caurinus 100.000
R021953 caurinus 100.000
R021954 caurinus 100.000
R021955 caurinus 100.000
R021956 caurinus 100.000
R021957 caurinus 100.000
R021958 carnatus 100.000
R021959 caurinus 100.000
R021960 caurinus 100.000
R021961 caurinus 100.000
R021962 carnatus 97.947
R021963 chrysomelas 67.986
R021964 caurinus 100.000
R021965 caurinus 100.000
R021966 caurinus 100.000
R021967 chrysomelas 70.212
R021968 caurinus 100.000
R021969 caurinus 100.000
R021970 carnatus 99.218
R021971 caurinus 100.000
R021972 caurinus 100.000
R021973 caurinus 100.000
R021974 caurinus 100.000
R021976 caurinus 100.000
R021977 caurinus 100.000
R021980 caurinus 100.000
R021981 caurinus 100.000
R021982 caurinus 100.000
R021983 chrysomelas 99.923
R021984 caurinus 100.000
R021985 caurinus 100.000
R021986 caurinus 100.000
R021987 caurinus 100.000
R021988 caurinus 100.000
R021989 caurinus 100.000
R021990 caurinus 100.000
R021991 caurinus 100.000
R021992 caurinus 100.000
R021993 caurinus 100.000
R021994 caurinus 100.000
R021995 caurinus 100.000
R021996 caurinus 100.000
R022110 caurinus 100.000
R022111 carnatus 100.000
R022112 chrysomelas 99.812
R022113 caurinus 100.000
R022114 caurinus 100.000
R022115 caurinus 100.000
R022116 caurinus 100.000
R022117 caurinus 100.000
R022118 caurinus 100.000
R022123 caurinus 100.000
R022124 caurinus 100.000
R022125 caurinus 100.000
R022126 chrysomelas 99.993
R022127 caurinus 100.000
R022131 caurinus 100.000
R022132 caurinus 100.000
R022145 caurinus 100.000
R022146 caurinus 100.000
R022151 caurinus 100.000
R022152 caurinus 100.000
R022153 caurinus 100.000
R022154 caurinus 100.000
R022155 caurinus 100.000
R022156 caurinus 100.000
R022157 carnatus 99.952
R022158 caurinus 100.000
R022159 caurinus 100.000
R022160 caurinus 100.000
R022161 caurinus 100.000
R022162 caurinus 100.000
R022163 caurinus 100.000
R022164 caurinus 100.000
R022165 caurinus 100.000
R022166 caurinus 100.000
R022168 caurinus 100.000
R022169 caurinus 100.000
R022170 caurinus 100.000
R022171 caurinus 100.000
R022172 caurinus 100.000
R022173 caurinus 100.000
R022174 caurinus 100.000
R022175 caurinus 100.000
R022176 caurinus 100.000
R022177 caurinus 100.000
R022178 carnatus 97.843
R022179 caurinus 100.000
R022180 caurinus 100.000
R022181 caurinus 100.000
R022182 caurinus 100.000
R022183 caurinus 100.000
R022184 caurinus 100.000
R022185 caurinus 100.000
R022186 caurinus 100.000
R022187 caurinus 100.000
R022188 caurinus 100.000
R022189 caurinus 100.000
R022190 caurinus 100.000
R022191 caurinus 100.000
R022192 caurinus 100.000
R022193 caurinus 100.000
R022194 caurinus 100.000
R022195 caurinus 100.000
R022196 caurinus 100.000
R022197 caurinus 100.000
R022198 caurinus 100.000
R022199 caurinus 100.000
R022200 caurinus 100.000
R022201 caurinus 100.000
R022202 caurinus 100.000
R022203 caurinus 100.000
R022204 caurinus 100.000
R022205 caurinus 100.000
R022206 caurinus 100.000
R022207 caurinus 100.000
R022208 carnatus 99.450
R022209 caurinus 100.000
R022210 caurinus 100.000
R022211 caurinus 100.000
R022212 caurinus 100.000
R022213 caurinus 100.000
R022214 caurinus 100.000
R022215 caurinus 100.000
R022216 carnatus 99.992
R022217 caurinus 100.000
R022218 caurinus 100.000
R022219 caurinus 100.000
R022220 caurinus 100.000
R022221 caurinus 100.000
R022222 carnatus 99.937
R022223 caurinus 100.000
R022224 caurinus 100.000
R022225 caurinus 100.000
R022226 caurinus 100.000
R022227 caurinus 100.000
R022228 caurinus 100.000
R022229 caurinus 100.000
R022230 caurinus 100.000
R022231 caurinus 100.000
R022232 carnatus 99.999
R022233 caurinus 100.000
R022234 caurinus 100.000
R022235 caurinus 100.000
R022236 caurinus 100.000
R022237 caurinus 100.000
R022238 caurinus 100.000
R022239 caurinus 100.000
R022240 caurinus 100.000
R022241 caurinus 100.000
R022242 caurinus 100.000
R022243 caurinus 100.000
R022244 caurinus 100.000
R022245 caurinus 100.000
R022246 caurinus 100.000
R022247 caurinus 100.000
R022248 caurinus 100.000
R022249 caurinus 100.000
R022250 caurinus 100.000
R022251 caurinus 100.000
R022252 caurinus 100.000
R022253 caurinus 100.000
R022254 caurinus 100.000
R022255 caurinus 100.000
R022256 caurinus 100.000
R022257 caurinus 100.000
R022258 caurinus 100.000
R022259 caurinus 100.000
R022260 caurinus 100.000
R022261 caurinus 100.000
R022262 caurinus 100.000
R022264 caurinus 100.000
R022265 caurinus 100.000
R022266 caurinus 100.000
R022267 caurinus 100.000
R022268 caurinus 100.000
R022269 caurinus 100.000
R022270 caurinus 100.000
R022271 caurinus 100.000
R022272 chrysomelas 74.948
R022273 caurinus 100.000
R022274 caurinus 100.000
R022275 caurinus 100.000
R022277 caurinus 100.000
R022278 caurinus 100.000
R022279 caurinus 100.000
R022280 caurinus 100.000
R022281 carnatus 99.935
R022282 caurinus 100.000
R022283 caurinus 100.000
R022284 caurinus 100.000
R022285 caurinus 100.000
R022286 chrysomelas 99.856
R022287 caurinus 100.000
R022288 chrysomelas 98.546
R022289 caurinus 100.000
R022290 caurinus 100.000
R022291 caurinus 100.000
R022292 caurinus 100.000
R022293 caurinus 100.000
R022295 caurinus 100.000
R022296 caurinus 100.000
R022297 caurinus 100.000
R022298 caurinus 100.000
R022301 caurinus 100.000
R022302 chrysomelas 99.523
R022303 caurinus 100.000
R022304 caurinus 100.000
